,Country,Year,Index,Rank,Regional Indicator,Life Ladder,Log GDP Per Capita,Social Support,Healthy Life Expectancy At Birth,Freedom To Make Life Choices,Generosity,Perceptions Of Corruption,Positive Affect,Negative Affect
523,Kazakhstan,2017,5.819,60,Commonwealth of Independent States,5.882351398,10.12113476,0.914093196,64.19999695,0.745243967,-0.038564846,0.755250692,0.697624922,0.171486408
524,Kazakhstan,2018,5.79,60,Commonwealth of Independent States,6.00763607,10.14817142,0.936656713,64.59999847,0.84018296,-0.101779088,0.82378298,0.610876977,0.161542282
525,Kazakhstan,2019,5.809,60,Commonwealth of Independent States,6.272268295,10.17929173,0.951050103,65.0,0.852387428,-0.058803622,0.708279192,0.711475492,0.139132932
526,Kazakhstan,2020,6.058,50,Commonwealth of Independent States,6.168269157,10.1409874,0.966448963,65.40000153,0.872100115,-0.060331773,0.660798848,0.619988978,0.150359914
527,Kazakhstan,2021,6.152,45,Commonwealth of Independent States,6.259634018,10.17009354,0.906053364,65.80000305,0.807489097,0.03642213,0.782494009,0.662836969,0.122301146
528,Kazakhstan,2022,6.234,40,Commonwealth of Independent States,6.006279469,10.18687248,0.923373282,66.19999695,0.882937968,0.02240829,0.720168531,0.652438104,0.131948695
529,Kenya,2013,4.403,123,Sub-Saharan Africa,3.795383215,8.281694412,0.824806035,55.06000137,0.708332241,0.203795433,0.861003399,0.728745103,0.161331311
530,Kenya,2015,4.419,125,Sub-Saharan Africa,4.357617855,8.334213257,0.77692306,56.09999847,0.792990327,0.212363929,0.852549851,0.673485041,0.172422111
531,Kenya,2016,4.356,122,Sub-Saharan Africa,4.396127701,8.353463173,0.70592159,56.5,0.748508275,0.290996999,0.828411579,0.729874551,0.225647658
532,Kenya,2017,4.553,112,Sub-Saharan Africa,4.475654125,8.369367599,0.714604318,56.90000153,0.853394389,0.227611676,0.85400039,0.753860414,0.230210304
533,Kenya,2018,4.41,124,Sub-Saharan Africa,4.655702591,8.403982162,0.706719875,57.29999924,0.821412981,0.284663737,0.844244063,0.746773899,0.236920774
534,Kenya,2019,4.509,121,Sub-Saharan Africa,4.618850231,8.434075356,0.675931633,57.70000076,0.817757487,0.303417891,0.794370294,0.727640748,0.250687122
535,Kenya,2020,4.583,121,Sub-Saharan Africa,4.546584129,8.411473274,0.673717618,58.09999847,0.702034473,0.25438267,0.836516023,0.738233685,0.296980411
536,Kenya,2021,4.607,121,Sub-Saharan Africa,4.464540958,8.464528084,0.702200711,58.5,0.678108215,0.31601575,0.841331422,0.74483794,0.252963096
537,Kenya,2022,4.543,119,Sub-Saharan Africa,4.447946548,8.499298096,0.690594971,58.90000153,0.705976129,0.294315904,0.877775729,0.724946558,0.280721039
538,Kosovo,2013,5.222,83,Central and Eastern Europe,6.125758171,9.046239853,0.720750391,,0.568463147,0.116872869,0.935094595,0.64995712,0.202731237
539,Kosovo,2015,5.589,69,Central and Eastern Europe,5.077460766,9.153251648,0.805270791,,0.561048269,0.180007473,0.850647092,0.684578478,0.179988816
540,Kosovo,2016,5.401,77,Central and Eastern Europe,5.759412289,9.213439941,0.82380271,,0.827398598,0.122952193,0.940897942,0.588412583,0.14960672
541,Kosovo,2017,5.279,78,Central and Eastern Europe,6.149199963,9.253032684,0.792087257,,0.857676744,0.114815354,0.92519182,0.616912186,0.185879096
542,Kosovo,2018,5.662,66,Central and Eastern Europe,6.391825676,9.28314209,0.82240653,,0.88973701,0.266691327,0.922078192,0.642223597,0.170248464
543,Kosovo,2019,6.1,46,Central and Eastern Europe,6.425144196,9.334190369,0.842511177,,0.841189623,0.244229168,0.920297265,0.611600041,0.140792355
544,Kosovo,2020,6.325,35,Central and Eastern Europe,6.294414043,9.278607368,0.792374492,,0.879837573,0.304365307,0.90989387,0.592677712,0.201458037
545,Kosovo,2021,6.372,33,Central and Eastern Europe,6.648499489,9.382963181,0.848838627,,0.84011656,0.260641217,0.842378795,0.578284323,0.116078317
546,Kosovo,2022,6.455,32,Central and Eastern Europe,6.159853458,9.415708542,0.887639105,,0.864865899,0.211152077,0.845950305,0.549290001,0.142420337
547,Kuwait,2013,6.515,32,Middle East and North Africa,6.480031013,10.95171356,0.861948133,69.80000305,0.750524879,,,0.686251163,0.282628983
548,Kuwait,2015,6.295,39,Middle East and North Africa,6.146031857,10.89317989,0.823017776,70.19999695,0.821662426,0.078554049,,0.678253472,0.323691428
549,Kuwait,2016,6.239,41,Middle East and North Africa,5.947194576,10.88699055,0.845222056,70.17500305,0.840967178,-0.077913791,,0.642740011,0.314922988
550,Kuwait,2017,6.105,39,Middle East and North Africa,6.093905449,10.81992435,0.853491306,70.15000153,0.884181619,-0.007804352,,0.648667634,0.307320803
551,Kuwait,2019,6.021,51,Middle East and North Africa,6.106119633,10.76457882,0.841519773,70.09999847,0.867273808,-0.104722053,,0.643222094,0.302876323
552,Kyrgyzstan,2013,5.042,89,Commonwealth of Independent States,5.40242672,8.440615654,0.850715518,62.86000061,0.755036652,-0.087395735,0.899560452,0.595424235,0.13491118
553,Kyrgyzstan,2015,5.286,77,Commonwealth of Independent States,4.905375957,8.477441788,0.856584549,63.70000076,0.813175857,0.197422013,0.857725024,0.658385754,0.173476428
554,Kyrgyzstan,2016,5.185,85,Commonwealth of Independent States,4.856534004,8.49951458,0.914375484,64.22499847,0.813939214,0.053844739,0.916922808,0.668045878,0.126099676
555,Kyrgyzstan,2017,5.004,98,Commonwealth of Independent States,5.629536629,8.526488304,0.882586658,64.75,0.859389782,0.140636906,0.874494493,0.640433192,0.160438314
556,Kyrgyzstan,2018,5.131,92,Commonwealth of Independent States,5.297383308,8.543475151,0.898147821,65.27500153,0.94494766,0.26450184,0.907405317,0.616886437,0.203300148
557,Kyrgyzstan,2019,5.261,86,Commonwealth of Independent States,5.685220718,8.567575455,0.877027869,65.80000305,0.920436263,-0.004854264,0.884539902,0.624949574,0.207229063
558,Kyrgyzstan,2020,5.542,74,Commonwealth of Independent States,6.249586105,8.460876465,0.902222991,66.32499695,0.934885323,0.103569753,0.931317508,0.672106743,0.257813066
559,Kyrgyzstan,2021,5.744,67,Commonwealth of Independent States,5.563699722,8.479482651,0.904273272,66.84999847,0.91787082,0.203469187,0.90251559,0.659907758,0.226462573
560,Kyrgyzstan,2022,5.828,64,Commonwealth of Independent States,5.667840958,8.51677227,0.92697078,67.375,0.948361576,0.235982418,0.876154184,0.646166146,0.203992382
561,Laos,2018,4.623,110,Southeast Asia,4.85940218,8.928816795,0.70473814,60.20000076,0.906660974,0.138856784,0.634239852,0.710656404,0.331882507
562,Laos,2019,4.796,105,Southeast Asia,5.196856022,8.967002869,0.729443908,60.5,0.90615344,0.058197066,0.620233715,0.718399763,0.306144267
563,Laos,2020,4.889,104,Southeast Asia,5.284390926,8.95724678,0.660396278,60.79999924,0.915028214,0.138872221,0.747997701,0.713753402,0.358349264
564,Laos,2021,5.03,100,Southeast Asia,4.926521778,8.96788311,0.649893284,61.09999847,0.927041471,0.040204596,0.668031454,0.702153087,0.291677624
565,Latvia,2013,5.046,88,Central and Eastern Europe,5.069770336,10.11516857,0.834022582,65.19999695,0.630507529,-0.076605313,0.836553633,0.604636908,0.227449417
566,Latvia,2015,5.098,89,Central and Eastern Europe,5.880597591,10.1897316,0.879372418,65.80000305,0.65639317,-0.081558466,0.808400393,0.559270859,0.22813718
567,Latvia,2016,5.56,68,Central and Eastern Europe,5.940446377,10.2222805,0.917073965,65.90000153,0.685299277,-0.160982415,0.867639601,0.58328855,0.231383532
568,Latvia,2017,5.85,54,Central and Eastern Europe,5.977817535,10.263731,0.895098746,66.0,0.699520111,-0.158778444,0.79837811,0.564854801,0.231753111
569,Latvia,2018,5.933,53,Central and Eastern Europe,5.901154041,10.31066418,0.913276315,66.09999847,0.608207643,-0.21648632,0.798949242,0.52055192,0.191870555
570,Latvia,2019,5.94,53,Central and Eastern Europe,5.969753742,10.34298897,0.935501277,66.19999695,0.697935104,-0.198384285,0.789227486,0.537305117,0.211630687
571,Latvia,2020,5.95,57,Central and Eastern Europe,6.229008675,10.32772541,0.928012192,66.30000305,0.820111692,-0.083579808,0.808821976,0.673573732,0.201582372
572,Latvia,2021,6.032,51,Central and Eastern Europe,6.353090763,10.37603378,0.954086423,66.40000153,0.815278113,-0.101973705,0.839525342,0.716414034,0.18593426
573,Latvia,2022,6.18,42,Central and Eastern Europe,6.054838181,10.4066782,0.928089976,66.5,0.817082405,0.018949265,0.844229579,0.631815553,0.160736203
574,Lebanon,2013,4.931,97,Middle East and North Africa,4.983288765,9.808097839,0.708228052,65.58000183,0.654868305,-0.009910402,0.920827806,0.446394682,0.409337312
575,Lebanon,2015,4.839,103,Middle East and North Africa,5.171971321,9.717864037,0.741707742,65.69999695,0.596749783,0.067900911,0.888953269,0.524464548,0.242553964
576,Lebanon,2016,5.129,93,Middle East and North Africa,5.27072382,9.755462646,0.827885926,65.77500153,0.657357454,0.023057813,0.853114486,0.512747288,0.263445616
577,Lebanon,2017,5.225,88,Middle East and North Africa,5.153989792,9.787406921,0.776583016,65.84999847,0.604554176,-0.085262366,0.910727262,0.469468743,0.243549213
578,Lebanon,2018,5.199,88,Middle East and North Africa,5.167186737,9.79651165,0.829380631,65.92500305,0.60703069,-0.07902959,0.906650305,0.415106893,0.270688891
579,Lebanon,2019,5.197,91,Middle East and North Africa,4.024219513,9.751047134,0.865968525,66.0,0.447001487,-0.09551619,0.890415609,0.307577401,0.494499028
580,Lebanon,2020,4.772,111,Middle East and North Africa,2.633752584,9.531043053,0.546599805,66.07499695,0.551600993,-0.136191308,0.883976877,0.352248639,0.481800169
581,Lebanon,2021,4.584,123,Middle East and North Africa,2.178809404,9.470949173,0.50677526,66.15000153,0.42269668,-0.161281437,0.9052791,0.263486832,0.569100618
582,Lebanon,2022,2.955,145,Middle East and North Africa,2.352427721,9.428472519,0.534528434,66.22499847,0.449575424,-0.125513852,0.882995963,0.297508448,0.429902762
583,Lesotho,2017,3.808,139,Sub-Saharan Africa,3.795300722,7.852320194,0.768551648,42.90000153,0.756505191,-0.14102979,0.796859443,0.706036747,0.255303085
584,Lesotho,2019,3.802,144,Sub-Saharan Africa,3.5117805,7.837206841,0.789705396,44.20000076,0.716313541,-0.126018867,0.914951444,0.707126319,0.273425519
585,Liberia,2015,4.571,116,Sub-Saharan Africa,2.701591253,7.365847588,0.637665987,52.5,0.671430886,-0.062921792,0.902672648,0.519482315,0.388488621
586,Liberia,2016,3.622,150,Sub-Saharan Africa,3.354676008,7.330049992,0.642614603,53.09999847,0.763476014,0.031251427,0.901267469,0.625466764,0.509046674
587,Liberia,2017,3.533,148,Sub-Saharan Africa,4.424490929,7.335249901,0.684866846,53.70000076,0.733389914,-0.014267507,0.866806388,0.673801899,0.39133054
588,Liberia,2018,3.495,149,Sub-Saharan Africa,4.134852886,7.327605247,0.726750135,54.29999924,0.765769541,0.047314007,0.867924094,0.664399087,0.436099499
589,Liberia,2019,3.975,141,Sub-Saharan Africa,5.121460915,7.28319931,0.71247375,54.90000153,0.705874562,0.047898874,0.828468978,0.644704163,0.389132589
590,Liberia,2022,5.122,97,Sub-Saharan Africa,4.04226017,7.276751995,0.596891046,56.70000076,0.731640577,0.154321343,0.828494132,0.636873662,0.438816667
591,Libya,2015,5.754,63,Middle East and North Africa,5.615404606,9.857912064,0.867987692,64.30000305,0.774544954,-0.086899519,,0.651638031,0.368905216
592,Libya,2016,5.615,67,Middle East and North Africa,5.43358326,9.828466415,0.87606585,64.52500153,0.822384834,-0.132966951,,0.644933641,0.383073747
593,Libya,2017,5.525,68,Middle East and North Africa,5.646852493,10.09464169,0.822758794,64.75,0.778695881,-0.066158146,0.673065543,0.643042386,0.379374176
594,Libya,2018,5.566,70,Middle East and North Africa,5.493977547,10.1555748,0.824165165,64.97499847,0.780558527,-0.143449396,0.645838797,0.635468781,0.398903102
595,Libya,2019,5.525,72,Middle East and North Africa,5.33022213,10.02284431,0.826719344,65.19999695,0.761964321,-0.104554117,0.68641299,0.628867805,0.400737435
596,Lithuania,2013,5.426,71,Central and Eastern Europe,5.595689297,10.26077843,0.91251415,64.90000153,0.555815279,-0.240327045,0.936335504,0.539511204,0.293728739
597,Lithuania,2015,5.833,56,Central and Eastern Europe,5.711378098,10.33358669,0.92852354,65.30000305,0.641470194,-0.257424742,0.92417407,0.533641696,0.276451677
598,Lithuania,2016,5.813,60,Central and Eastern Europe,5.865552425,10.37117004,0.937873363,65.65000153,0.614239335,-0.27012518,0.949392676,0.552628219,0.249855742
599,Lithuania,2017,5.902,52,Central and Eastern Europe,6.272940636,10.42708778,0.926316619,66.0,0.749307334,-0.177431226,0.789709866,0.590111554,0.19511883
600,Lithuania,2018,5.952,50,Central and Eastern Europe,6.308878899,10.47578526,0.929350138,66.34999847,0.698945105,-0.240819216,0.851745069,0.518092513,0.213559717
601,Lithuania,2019,6.149,42,Central and Eastern Europe,6.064097881,10.52364635,0.917577505,66.69999695,0.780266464,-0.255955368,0.782501221,0.56804961,0.276054353
602,Lithuania,2020,6.215,41,Central and Eastern Europe,6.39137888,10.52316093,0.952544093,67.05000305,0.824060559,-0.127253518,0.829204798,0.626345754,0.201912001
603,Lithuania,2021,6.255,38,Central and Eastern Europe,6.864572525,10.57912254,0.928175211,67.40000153,0.707402527,-0.119342811,0.877800763,0.66699332,0.191300765
604,Lithuania,2022,6.446,34,Central and Eastern Europe,7.037577152,10.60183716,0.937096536,67.75,0.709662259,-0.190841839,0.684991181,0.471465677,0.131619066
605,Luxembourg,2013,7.054,19,Western Europe,7.130809307,11.63559151,0.916683257,71.09999847,0.789655447,-0.063244693,0.300811768,0.60076052,0.184799984
606,Luxembourg,2015,6.946,17,Western Europe,6.701571465,11.6367588,0.933604598,71.5,0.932256401,0.045660511,0.37539047,0.727877915,0.19305034
607,Luxembourg,2016,6.871,20,Western Europe,6.967340946,11.66378784,0.941260576,71.52500153,0.882365346,0.011960748,0.356336325,0.706498742,0.192300707
608,Luxembourg,2017,6.863,18,Western Europe,7.061380863,11.65256405,0.905435503,71.55000305,0.90282172,0.037715722,0.330173582,0.72573179,0.184467003
609,Luxembourg,2018,6.91,17,Western Europe,7.242630959,11.64539528,0.902192414,71.57499695,0.883929849,-0.026822932,0.385146111,0.714694262,0.201894343
610,Luxembourg,2019,7.09,14,Western Europe,7.404015541,11.64870167,0.912104547,71.59999847,0.930321217,-0.050124425,0.389598429,0.741738081,0.211639807
611,Luxembourg,2022,7.404,6,Western Europe,7.227934837,11.6599493,0.877916992,71.67500305,0.915109932,0.023949623,0.345176458,0.718450427,0.218083575
612,Madagascar,2013,3.966,146,Sub-Saharan Africa,3.815607071,7.30725193,0.672546744,55.81999969,0.479550391,-0.017935818,0.86770767,0.600077331,0.241230845
613,Madagascar,2015,3.681,147,Sub-Saharan Africa,3.592514038,7.318787575,0.646716535,56.29999924,0.544753611,-0.040393695,0.860953391,0.674233139,0.226243451
614,Madagascar,2016,3.695,148,Sub-Saharan Africa,3.663085938,7.332082748,0.746496975,56.54999924,0.569645405,-0.068636164,0.864171147,0.669859111,0.204255417
615,Madagascar,2017,3.644,144,Sub-Saharan Africa,4.078620434,7.344820023,0.626331985,56.79999924,0.570347905,-0.033030313,0.847260773,0.701161802,0.374838024
616,Madagascar,2018,3.774,143,Sub-Saharan Africa,4.070586681,7.350723267,0.665512979,57.04999924,0.551473081,0.003714765,0.889145672,0.723371804,0.362013817
617,Madagascar,2019,3.933,143,Sub-Saharan Africa,4.339087486,7.368637085,0.700610101,57.29999924,0.549535215,-0.011192818,0.719982684,0.698719621,0.303959668
618,Madagascar,2022,4.339,128,Sub-Saharan Africa,4.019134045,7.29020977,0.642429352,58.04999924,0.523492694,0.07543768,0.740402877,0.686895013,0.345107347
619,Malawi,2013,4.113,139,Sub-Saharan Africa,4.035084248,7.24541235,0.563161552,52.77999878,0.751995265,0.053021312,0.856666088,0.699051321,0.247828677
620,Malawi,2015,4.292,131,Sub-Saharan Africa,3.86763835,7.272983074,0.494381636,54.90000153,0.801390707,0.032590926,0.834825397,0.602146029,0.259763956
621,Malawi,2016,4.156,132,Sub-Saharan Africa,3.476492643,7.270341873,0.524299622,55.45000076,0.809884131,0.04038788,0.823615015,0.584088564,0.32473892
622,Malawi,2017,3.97,136,Sub-Saharan Africa,3.416862965,7.282608032,0.555422723,56.0,0.847920775,-0.000567277,0.734636605,0.591678917,0.312088341
623,Malawi,2018,3.587,147,Sub-Saharan Africa,3.334633589,7.298732281,0.527843475,56.54999924,0.798915148,0.046437904,0.765963793,0.548135459,0.364894032
624,Malawi,2019,3.41,150,Sub-Saharan Africa,3.869123697,7.324953556,0.548956096,57.09999847,0.764864206,-0.023410872,0.680247962,0.516828775,0.348162442
625,Malawi,2021,3.6,144,Sub-Saharan Africa,3.635283232,7.307291985,0.557914317,58.20000076,0.757269025,-0.010125406,0.740276992,0.550894737,0.325555235
626,Malawi,2022,3.75,138,Sub-Saharan Africa,3.355563402,7.295767784,0.503325164,58.75,0.743571639,0.020473713,0.754926443,0.535636544,0.328764439
627,Malaysia,2013,5.76,56,Southeast Asia,5.770199776,10.01462269,0.830900133,65.63999939,0.79131043,0.262077361,0.755383492,0.664112806,0.316551626
628,Malaysia,2015,5.77,61,Southeast Asia,6.322121143,10.09209156,0.817616284,65.80000305,0.674594462,0.220472902,0.837892234,0.732742906,0.313732743
629,Malaysia,2018,6.322,35,Southeast Asia,5.338817596,10.1974926,0.789408565,65.72499847,0.874548256,0.12539421,0.894131124,0.716042221,0.200366735
630,Malaysia,2019,5.339,80,Southeast Asia,5.427954197,10.2282629,0.842498839,65.69999695,0.915778697,0.12122006,0.781943917,0.734578729,0.176071689
631,Malaysia,2020,5.384,82,Southeast Asia,6.01419878,10.15932941,0.796895385,65.67500305,0.877859235,0.097759947,0.746997535,0.721455097,0.288135022
632,Malaysia,2021,5.384,81,Southeast Asia,6.010391712,10.1785841,0.79405117,65.65000153,0.878362298,0.219777569,0.769417465,0.72838366,0.183198214
633,Mali,2013,4.247,132,Sub-Saharan Africa,3.676277161,7.565345287,0.81969142,52.31999969,0.664711058,-0.052536648,0.754807353,0.716894388,0.192900717
634,Mali,2015,3.995,138,Sub-Saharan Africa,4.582098484,7.630509377,0.830189168,53.0,0.633753538,-0.066475324,0.800046742,0.695829928,0.243003011
635,Mali,2016,4.073,135,Sub-Saharan Africa,4.016027927,7.655478954,0.836254537,53.40000153,0.696007371,-0.068685159,0.862326682,0.738429368,0.305299431
636,Mali,2017,4.19,127,Sub-Saharan Africa,4.741850376,7.675010204,0.741359413,53.79999924,0.753213346,-0.068083994,0.862655163,0.664621234,0.392784148
637,Mali,2018,4.447,118,Sub-Saharan Africa,4.415729523,7.689634323,0.691859066,54.20000076,0.737204552,-0.032463923,0.793091416,0.688584208,0.369648188
638,Mali,2019,4.39,128,Sub-Saharan Africa,4.98799181,7.704833031,0.754558086,54.59999847,0.67040509,-0.0361422,0.846340001,0.645860672,0.357764512
639,Mali,2020,4.729,114,Sub-Saharan Africa,4.269473553,7.660975456,0.567915261,55.0,0.645313561,-0.065397367,0.894637346,0.647650242,0.439628124
640,Mali,2021,4.723,117,Sub-Saharan Africa,4.11309576,7.659465313,0.573393524,55.40000153,0.672789276,-0.000230506,0.90156728,0.639572978,0.438466877
641,Mali,2022,4.479,123,Sub-Saharan Africa,4.210547924,7.645281792,0.641625226,55.79999924,0.817642868,-0.019203309,0.745646715,0.655434608,0.407665402
642,Malta,2013,5.964,48,Western Europe,6.379924774,10.47276211,0.942231417,70.94000244,0.909436285,0.402377993,,0.629010856,0.369558126
643,Malta,2015,6.302,37,Western Europe,6.61339426,10.59423065,0.918764889,71.30000305,0.91217804,0.340854287,0.663886309,0.640534222,0.35504058
644,Malta,2016,6.488,30,Western Europe,6.590842247,10.60459614,0.930369377,71.34999847,0.916023612,0.340884507,0.696494639,0.644831896,0.355443776
645,Malta,2017,6.527,27,Western Europe,6.675665855,10.68089676,0.937331796,71.40000153,0.923642933,0.245322362,0.690494537,0.665943563,0.302443117
646,Malta,2018,6.627,22,Western Europe,6.909710884,10.70583916,0.931541502,71.44999695,0.927340686,0.172014534,0.595199883,0.666130424,0.295698792
647,Malta,2019,6.726,22,Western Europe,6.73297739,10.72401428,0.921578526,71.5,0.923966825,0.079577953,0.689410567,0.641677618,0.356243938
648,Malta,2020,6.773,22,Western Europe,6.156822681,10.61498928,0.937920272,71.55000305,0.930600464,-0.00296971,0.67462635,0.576041937,0.410913229
649,Malta,2021,6.602,23,Western Europe,6.443715096,10.70680523,0.897113085,71.59999847,0.889073849,0.241765574,0.752515912,0.635253549,0.375325114
650,Malta,2022,6.447,33,Western Europe,6.299238205,,0.932082772,71.65000153,0.837544084,,0.757539809,0.671103597,0.370075017
651,Mauritania,2013,4.758,112,Sub-Saharan Africa,4.199015141,8.505774498,0.741155803,58.29999924,0.60280025,-0.080985382,0.675553739,0.742709339,0.195690349
652,Mauritania,2015,4.436,124,Sub-Saharan Africa,3.922664165,8.547121048,0.874945939,58.90000153,0.447086573,0.052734852,0.715358436,0.797596335,0.193899721
653,Mauritania,2016,4.201,130,Sub-Saharan Africa,4.472149372,8.533226013,0.784826875,59.125,0.466561466,-0.177736133,0.841835141,0.710193098,0.221666142
654,Mauritania,2017,4.292,123,Sub-Saharan Africa,4.678159714,8.567708969,0.77922523,59.34999847,0.527446806,-0.157911822,0.777314067,0.630861044,0.272321939
655,Mauritania,2018,4.356,126,Sub-Saharan Africa,4.313615322,8.588065147,0.801595509,59.57500076,0.466888547,-0.118532844,0.710529268,0.665246367,0.275557995
656,Mauritania,2019,4.49,122,Sub-Saharan Africa,4.152619362,8.613529205,0.798101962,59.79999924,0.627505183,-0.108434997,0.742890298,0.686362624,0.259738505
657,Mauritania,2022,4.153,133,Sub-Saharan Africa,4.723868847,8.590913773,0.647975624,60.47499847,0.624028981,-0.012799613,0.65709281,0.630584061,0.38927421
658,Mauritius,2016,5.648,66,Sub-Saharan Africa,5.610003471,9.967808723,0.836032152,63.97499847,0.819175661,0.133538902,0.890661359,0.705523014,0.245711893
659,Mauritius,2017,5.629,64,Sub-Saharan Africa,6.174117565,10.00553036,0.910142243,63.95000076,0.912307501,0.080713965,0.818179905,0.682493925,0.168721184
660,Mauritius,2018,5.891,55,Sub-Saharan Africa,5.88174057,10.04427052,0.90884155,63.92499924,0.866928101,-0.079335824,0.78524971,0.71039331,0.157993257
661,Mauritius,2019,5.888,57,Sub-Saharan Africa,6.241165161,10.07245255,0.913134277,63.90000153,0.893157899,-0.058579594,0.81020081,0.734807193,0.149362728
662,Mauritius,2020,6.101,49,Sub-Saharan Africa,6.015300274,9.914636612,0.892565966,63.875,0.842598081,-0.036158979,0.771790087,0.699538052,0.138401791
663,Mauritius,2021,6.049,50,Sub-Saharan Africa,5.949120045,9.950750351,0.886509895,63.84999847,0.802364588,-0.010926317,0.783532083,0.665566385,0.135523796
664,Mauritius,2022,6.071,52,Sub-Saharan Africa,5.740500927,10.00689125,0.887036204,63.82500076,0.798143804,-0.037532523,0.768953621,0.724696159,0.168250337
665,Mexico,2013,7.088,16,Latin America and Caribbean,7.442546368,9.843951225,0.759138405,65.51999664,0.738716662,-0.169077858,0.614747047,0.749586701,0.22294873
666,Mexico,2015,7.187,14,Latin America and Caribbean,6.236287117,9.880367279,0.760614276,65.80000305,0.719465971,-0.156222522,0.707971931,0.706144869,0.237188041
667,Mexico,2016,6.778,21,Latin America and Caribbean,6.824172974,9.894999504,0.893492579,65.80000305,0.751613081,-0.157436669,0.808579445,0.80195868,0.219571486
668,Mexico,2017,6.578,25,Latin America and Caribbean,6.410299301,9.905106544,0.799839377,65.80000305,0.861405134,-0.205978364,0.800893068,0.775285363,0.230990887
669,Mexico,2018,6.488,24,Latin America and Caribbean,6.549578667,9.917302132,0.858068883,65.80000305,0.816200495,-0.183739126,0.808638096,0.815285325,0.213254362
670,Mexico,2019,6.595,23,Latin America and Caribbean,6.431945324,9.906707764,0.851685822,65.80000305,0.903384447,-0.14559029,0.808537602,0.802921176,0.251983017
671,Mexico,2020,6.465,24,Latin America and Caribbean,5.964221001,9.816184998,0.778816223,65.80000305,0.873346984,-0.125294715,0.778165877,0.744693696,0.29155612
672,Mexico,2021,6.317,36,Latin America and Caribbean,5.99075079,9.856716156,0.778605103,65.80000305,0.837159336,-0.034609362,0.745186806,0.750247896,0.30510965
673,Mexico,2022,6.128,46,Latin America and Caribbean,7.038368702,9.876176834,0.858360887,65.80000305,0.860889137,-0.120741829,0.780077338,0.817899823,0.205048665
674,Moldova,2013,5.791,53,Commonwealth of Independent States,5.75605917,9.191597939,0.802882969,62.13999939,0.657734275,-0.071667068,0.940632403,0.547656298,0.260602951
675,Moldova,2015,5.889,52,Commonwealth of Independent States,6.017472267,9.245276451,0.8399055,62.90000153,0.595241427,-0.092726655,0.943118811,0.555981815,0.281455815
676,Moldova,2016,5.897,55,Commonwealth of Independent States,5.577784061,9.300051689,0.83732146,63.29999924,0.557369471,-0.050467055,0.969482958,0.58627373,0.274551123
677,Moldova,2017,5.838,56,Commonwealth of Independent States,5.325530529,9.363162994,0.83076793,63.70000076,0.552825212,-0.056035575,0.926333785,0.562596619,0.259477794
678,Moldova,2018,5.64,67,Commonwealth of Independent States,5.682277203,9.422848701,0.89207989,64.09999847,0.823824346,-0.087572187,0.928719878,0.584049761,0.27007246
679,Moldova,2019,5.529,71,Commonwealth of Independent States,5.803450584,9.47502327,0.809167087,64.5,0.783664584,-0.09557578,0.883822501,0.599834442,0.261620939
680,Moldova,2020,5.608,70,Commonwealth of Independent States,5.811628819,9.409337044,0.874061763,64.90000153,0.859083235,-0.057646256,0.941438973,0.698010981,0.267836064
681,Moldova,2021,5.766,65,Commonwealth of Independent States,5.959048748,9.547471046,0.879554033,65.30000305,0.832602262,-0.095501058,0.875060678,0.630283237,0.270110786
682,Moldova,2022,5.857,62,Commonwealth of Independent States,5.686611652,9.540007591,0.816732645,65.69999695,0.828515828,-0.087219432,0.884788811,0.552044451,0.275563359
683,Mongolia,2013,4.834,102,East Asia,4.912928104,9.259589195,0.934741557,59.06000137,0.748014033,0.132310167,0.927854478,0.548637271,0.178902224
684,Mongolia,2015,4.874,100,East Asia,4.982719898,9.317831039,0.905524373,59.90000153,0.685510755,0.169322208,0.900218189,0.532772839,0.207652658
685,Mongolia,2016,4.907,101,East Asia,5.056999683,9.310995102,0.947489381,60.0,0.759740949,0.085927278,0.900452137,0.554553747,0.171171755
686,Mongolia,2017,4.955,100,East Asia,5.333850384,9.344127655,0.924250782,60.09999847,0.674627423,0.114827663,0.864952207,0.55165416,0.213599518
687,Mongolia,2018,5.125,94,East Asia,5.464622974,9.39700985,0.941514134,60.20000076,0.695546806,0.050002832,0.848502219,0.524843872,0.191890299
688,Mongolia,2019,5.285,83,East Asia,5.562905312,9.430119514,0.945758104,60.29999924,0.71067518,0.144906044,0.873166919,0.562204599,0.166921392
689,Mongolia,2020,5.456,81,East Asia,6.011364937,9.364500999,0.917789161,60.40000153,0.718491018,0.140477866,0.842827678,0.574730396,0.259983033
690,Mongolia,2021,5.677,70,East Asia,5.72103405,9.364642143,0.92711699,60.5,0.666846633,0.217151552,0.850720286,0.560003579,0.202482358
691,Mongolia,2022,5.761,68,East Asia,5.787830353,9.388139725,0.951336026,60.59999847,0.717059672,0.213851795,0.846957803,0.550038636,0.208651647
692,Montenegro,2013,5.299,80,Central and Eastern Europe,5.074341774,9.763354301,0.735565186,66.44000244,0.502264977,-0.179485664,0.69337213,0.493074238,0.331081718
693,Montenegro,2015,5.192,83,Central and Eastern Europe,5.124921322,9.81284523,0.73963052,66.59999847,0.583317339,-0.147677779,0.781232595,0.534339011,0.337239444
